,Name,Country,Room_stayed,Date_stayed,Trip_type,Review_date,Review_title,Positive,Negative,Reviewer_score
107,Jack,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 13 February 2020,Exceptional,Staff/management went out of way with lovely room and chocolates for birthday,Nothing,10
108,James,United Kingdom,Superior Double Room,2 nights ·  February 2020,Couple,Reviewed: 13 February 2020,Great hotel and location for O2,View and shower,Not Available,8.0
109,Jenny,Sweden,Superior Double Room,4 nights ·  January 2020,Couple,Reviewed: 13 February 2020,Exceptional,Our favourite hotel in London at the moment. Friendly staff who made us feel very welcome. Nice room and great breakfast with an amazing view over London. Will return for sure.,Not Available,10
110,Johnbyr,Ireland,Superior Double Room,3 nights ·  February 2020,Couple,Reviewed: 11 February 2020,Canary Wharf visit,"Rooms very clean and comfortable. Would have preferred a city / river view..
Breakfast selection good, downstairs on level 37 the preferred location.","High tower Hotel in a Storm does move..walls creaking all night..
Bokan bar has no guest lounge, so very busy and uncomfortable for older guests.",8.0
111,Simon,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 11 February 2020,Exceptional,Excellent love it,Not Available,10
112,Sarah,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 10 February 2020,Lovely,Lovely bed,"We went on a windy day storm ciara and you could hear through the vents, not your fault.",9.0
113,Katie,United Kingdom,Superior Double Room,2 nights ·  February 2020,Couple,Reviewed: 10 February 2020,Beautiful hotel and great facilities. Perfect for a romantic weekend away.,"Amazing weekend at the Novotel Canary Wharf. The hotel is immaculate, the rooms are beautiful with breathtaking views and the pool and rooftop bar were an added bonus! Wish we could have stayed longer- couldn’t fault it at all. 100% recommend this hotel.",Not Available,10
114,Tomasz,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 9 February 2020,Exceptional,"Very nice room, clean, comfortable and the view from the 17th floor was amazing ! Staff very friendly and we have a little surprise for our anniversary which is something to remember ! Thank you ! :)",Not Available,10
115,Michelle,United Kingdom,Superior Double Room,2 nights ·  February 2020,Couple,Reviewed: 9 February 2020,Fab stay would definitely recommend,"Rooms very clean and comfortable , staff very friendly",Nothing,10
116,Weronika,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 9 February 2020,Exceptional,Facilities and comfy bed,Not Available,10
117,Stephen,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 9 February 2020,Fabulous,"Restaurant was very good, nice setting and good food.",There was a creaking in the bedroom constantly that kept you awake most of the night.,8.8
118,Razina,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 6 February 2020,Exceptional,There is no parking spot,Not Available,9.6
119,Tc,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 6 February 2020,Very good,"The location is great, the facilities are also great.
And the hotel staff were helpful, approachable and friendly.","We booked a double room, but they gave us two single beds pushed together which was a bit uncomfortable.
The Bar staff were busy and slightly rude, which may have been down to them being busy.
We have stayed at this hotel before and did not experience this.",8.0
120,Paulaw03,United Kingdom,Superior Twin Room,1 night ·  February 2020,Group,Reviewed: 6 February 2020,"Lovely hotel, good location",Booked 3 rooms for my daughter and her friends to celebrate her 21st. They had a lovely time and enjoyed using the pool and facilities.,"After many phone calls to attempt to ensure that the rooms were next door to each other, and having being promised the day before the booking that 2 were ""external"" interconnecting and the third room was next door, this turned out to be false. Very disappointed with this mistake, but the girls had a super time anyway. Jerome did his best to make things good, and provided some complimentary bubbly for the girls.",9.0
121,Hannah,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 5 February 2020,Simply perfect!!,Amazing stay never been let down by by novotel’s before staff are so friendly and they went out their way for us at no extra charge! Amazing 10/10 would deffo stay again!!,Not Available,10
122,Kirsty,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 4 February 2020,Superb,Excellent quality new hotel - great live music,Bar shut very early in comparison circa 10pm,9.2
123,Charlotte,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 4 February 2020,Exceptional,Swimming pool and sauna was lovely!!,Not Available,10
124,Melanist,United Kingdom,Executive Double Room,1 night ·  February 2020,Couple,Reviewed: 4 February 2020,"Excellent hotel, location and perfect views","So clean and the staff were really welcoming and accommodating. The view from our hotel was absolutely stunning. The sky bar is so nice, even though it was windy! Drinks are expensive but that's to be expected really.
We didn't eat here but everything else was spot on and we would definitely stay here again.","Nothing at all was below our expectations, we only stayed one night however.",10
125,Joanne,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 3 February 2020,1 night in London,"Views at breakfast, boat ride to the national theater instead of tube, bath in the room, swimming pool",Not Available,9.0
126,Tia,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 3 February 2020,Exceptional,Everything. Friendly staff and lovely breakfast,Not Available,10
127,Dynamop16,United Kingdom,Executive Double Room,1 night ·  February 2020,Couple,Reviewed: 3 February 2020,"Loved the style of the Hotel, views were amazing.","We stayed in an Executive Room, which gave us the most amazing view. Room was comfortable. Loved the style of the Hotel, the Bar area was buzzing.","There was an issue with the plughole cover in shower and I almost slipped over as it came off when I stepped on it. Forgot to report to Reception as we left. I thought the breakfast was a little over priced. We managed to get down earlier, but breakfast was being cleared by 1040am and it stated it was served until 11am. Items were cold and coffee didn't have much flavour.",8.0
128,Birhane,United Kingdom,Superior Double Room,1 night ·  February 2020,Group,Reviewed: 2 February 2020,Was okay,"The room service lady. She was a bit rude. I was asking her about breakfast menu and she said that I should have check on the menu.. even tho that there is no Breakfast menu in The room..
I would love to go back again hopefully I won’t have the same experience",The Bar,8.0
129,James,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 2 February 2020,Great stag will definitely be back,"Hotel was in a good location- about 5 minutes from Canary Wharf tube.
Staff were really helpful and friendly.
Room was very nice with a stunning view of central London.
Hotel was very clean.
Nothing I could fault.",Nothing- it was all excellent!,10
130,Karen,Spain,Superior Double Room,3 nights ·  February 2020,Solo traveller,Reviewed: 2 February 2020,Exceptional,Everything,Great place nice staff very friendly,10
131,Catalina,Norway,Superior Twin Room,4 nights ·  December 2019,Couple,Reviewed: 2 February 2020,Too crowded breakfast area/undimensioned to number of customers .,Vacuming of carpet in room daily.,Not Available,9.0
132,Craig,United Kingdom,Superior Double Room,2 nights ·  February 2020,Couple,Reviewed: 1 February 2020,Just what we wanted. Top class hotel.,"Amazing views across the Thames and London.
Close to Canary Wharf Tube and the DLR.
Nice Gym and though small a nice pool with Sauna.
Breakfast was spot on!
A thoughtful card and Chocolate bar as I had mentioned it was our Anniversary.",Not Available,10
133,Jasper,Netherlands,Superior Double Room,1 night ·  January 2020,Solo traveller,Reviewed: 1 February 2020,Great view! Would stay again.,Clean and great rooftop bar with view on london city,Not Available,9.0
134,Shanice,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 1 February 2020,Good sleep & beautiful view.,The bed was super comfy & the view was absolutely amazing!! Food was tasty too.,"I didn’t like the fact the shower room was so close to bed and only had half a glass door as a lot of water got out. I also didn’t like that there was a hole in the bathroom wall & we had some electrical equipment in our room that didn’t work, also the telly was in an awkward position.",8.0
135,Riza,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 1 February 2020,Exceptional,Views are amazing hotel price was amazing too thank you,Food is expensive,10
136,Aaron,United Kingdom,Superior Double Room,2 nights ·  December 2019,Couple,Reviewed: 31 January 2020,Good,Great clean room and friendly service.,"We felt breakfast was very rushed and the buffet wasn’t re stocked often enough. Apart from that, the food was nice.",7.9
137,Russell,United Kingdom,Executive Double Room,1 night ·  January 2020,Couple,Reviewed: 30 January 2020,Very good,"A great birthday night,
The only down side was the very very slow service at the bar around 10ish ( I waited around 20 mins standing directly on the bar with no one in front of me) for a drink I waited patiently and then made contact with one of the barstaff (one of four) who I assume were all busy making drinks for the restaurant and was replied with what do you think in doing I’m busy you’ll have to wait, not the response I was expecting and not good for and end to a great evening.
After another 10 mins I was served by another Barman and decided to retire to my room to prevent me from ruining a great night any further",Not Available,8.0
